state,tmax,tmin,tmed,date
CE,28.59,22.4,25.71,20210216
DF,27.41,19.15,21.66,20210216
ES,32.76,21.59,25.25,20210216
GO,29.45,20.55,23.74,20210216
MA,28.93,22.19,24.8,20210216
MG,30.13,19.85,23.51,20210216
MS,29.58,21.77,25.16,20210216
MT,29.95,22.27,24.72,20210216
PA,28.96,21.86,24.43,20210216
PB,30.32,22.08,25.62,20210216
PE,30.51,22.02,25.89,20210216
PI,30.05,22.14,25.0,20210216
PR,29.49,17.59,22.75,20210216
RJ,32.03,19.77,24.2,20210216
RN,30.58,24.01,27.15,20210216
RO,30.16,23.03,25.7,20210216
RR,32.68,21.99,26.07,20210216
RS,27.86,17.89,21.92,20210216
SC,27.54,15.58,20.05,20210216
SE,35.04,23.56,27.86,20210216
SP,31.65,19.13,24.41,20210216
TO,29.39,22.13,24.65,20210216
AC,30.41,21.86,24.58,20210217
AL,34.06,23.61,27.69,20210217
AM,31.5,22.29,25.71,20210217
AP,30.48,22.33,25.75,20210217
BA,29.99,21.12,24.56,20210217
CE,30.05,21.91,24.85,20210217
DF,27.3,19.1,21.74,20210217
ES,31.91,22.45,26.02,20210217
GO,29.45,20.5,23.76,20210217
MA,28.53,22.44,24.7,20210217
MG,29.26,20.1,23.72,20210217
MS,31.28,20.78,24.48,20210217
MT,29.95,21.74,24.4,20210217
PA,29.1,22.22,24.8,20210217
PB,31.74,22.31,25.6,20210217
PE,31.38,21.73,25.26,20210217
PI,28.11,21.49,23.94,20210217
PR,29.82,17.79,22.85,20210217
RJ,32.1,21.17,25.21,20210217
RN,33.06,24.03,26.67,20210217
RO,28.52,22.21,24.36,20210217
RR,32.51,21.58,26.07,20210217
RS,27.06,15.73,21.24,20210217
SC,27.49,14.53,20.19,20210217
SE,35.87,24.46,28.89,20210217
SP,30.41,20.56,24.82,20210217
TO,28.11,22.25,24.7,20210217
AC,31.1,22.1,24.74,20210218
AL,33.33,22.54,26.84,20210218
AM,33.69,22.46,26.23,20210218
AP,31.08,21.71,25.28,20210218
BA,29.12,21.17,24.41,20210218
CE,31.87,23.0,26.14,20210218
DF,26.61,19.22,21.54,20210218
ES,31.14,21.62,24.79,20210218
GO,29.35,20.87,23.7,20210218
MA,28.98,22.47,24.8,20210218
MG,29.21,20.05,23.11,20210218
MS,32.75,19.85,25.57,20210218
MT,30.12,22.17,24.66,20210218
PA,29.5,21.94,24.63,20210218
PB,32.4,22.49,26.04,20210218
PE,31.36,21.89,25.45,20210218
PI,30.04,22.02,25.06,20210218
PR,29.46,16.28,22.31,20210218
RJ,31.47,21.18,25.31,20210218
RN,33.66,24.28,27.67,20210218
RO,32.6,22.35,25.26,20210218
RR,32.5,21.83,26.27,20210218
RS,26.93,15.81,20.76,20210218
SC,27.43,13.76,19.62,20210218
SE,34.29,23.61,27.88,20210218
SP,31.63,18.84,24.05,20210218
TO,27.71,22.19,24.1,20210218
AC,27.9,22.27,24.25,20210219
AL,34.51,22.22,27.17,20210219
AM,31.59,23.17,26.6,20210219
AP,29.36,21.8,25.11,20210219
BA,29.89,20.76,24.14,20210219
CE,31.36,22.68,26.32,20210219
DF,28.0,19.84,22.3,20210219
ES,28.26,22.88,24.77,20210219
GO,29.89,21.1,24.23,20210219
MA,29.18,22.28,24.83,20210219
MG,29.19,20.44,23.91,20210219
MS,33.33,17.98,25.28,20210219
MT,30.78,22.36,25.27,20210219
PA,30.85,22.15,25.07,20210219
PB,32.56,21.66,26.11,20210219
PE,31.6,20.97,25.33,20210219
PI,28.52,21.48,24.29,20210219
PR,29.85,15.12,21.62,20210219
RJ,29.33,20.75,24.27,20210219
RN,33.64,23.5,27.68,20210219
RO,29.12,23.16,25.55,20210219
RR,32.85,22.04,26.64,20210219
RS,29.36,16.28,22.04,20210219
SC,27.78,14.25,19.88,20210219
SE,35.36,23.4,28.16,20210219
SP,32.14,17.55,24.34,20210219
TO,28.52,21.89,24.23,20210219
AC,31.78,22.7,25.67,20210220
AL,33.84,22.8,27.2,20210220
AM,29.16,22.03,25.05,20210220
AP,30.92,22.59,25.26,20210220
BA,30.48,21.16,24.8,20210220
CE,32.17,22.67,26.68,20210220
DF,27.51,19.72,22.43,20210220
ES,29.72,22.07,24.58,20210220
GO,29.94,20.77,24.26,20210220
MA,31.49,22.5,25.67,20210220
MG,29.76,20.14,23.73,20210220
MS,34.03,18.29,25.58,20210220
MT,30.78,22.12,25.33,20210220
PA,29.78,22.33,25.22,20210220
PB,32.78,22.17,26.38,20210220
PE,32.71,21.5,25.99,20210220
PI,31.06,21.99,25.58,20210220
PR,30.87,17.04,23.05,20210220
RJ,30.42,21.95,25.09,20210220
RN,34.13,23.83,27.85,20210220
RO,28.95,22.56,24.35,20210220
RR,32.2,22.29,26.63,20210220
RS,30.08,17.38,23.12,20210220
SC,28.88,16.25,21.33,20210220
SE,34.63,23.9,27.98,20210220
SP,32.52,17.99,24.63,20210220
TO,29.24,22.32,24.54,20210220
AC,28.53,22.6,25.11,20210221
AL,33.86,22.53,26.88,20210221
AM,30.73,22.05,25.02,20210221
AP,29.38,22.66,24.77,20210221
BA,30.57,20.58,24.64,20210221
CE,32.86,22.86,26.74,20210221
DF,25.47,19.1,21.26,20210221
ES,31.1,21.7,25.55,20210221
GO,28.29,20.63,23.66,20210221
MA,31.4,22.95,26.07,20210221
MG,28.71,19.81,23.29,20210221
MS,34.84,19.3,26.36,20210221
MT,29.67,22.29,24.87,20210221
PA,29.88,21.34,24.21,20210221
PB,32.22,22.56,26.39,20210221
PE,32.44,22.3,26.39,20210221
PI,31.9,22.41,25.87,20210221
PR,31.28,18.84,24.07,20210221
RJ,30.54,21.26,24.82,20210221
RN,33.52,24.46,27.96,20210221
RO,27.01,22.49,24.11,20210221
RR,31.51,22.32,26.17,20210221
RS,30.81,17.56,23.22,20210221
SC,29.22,17.08,21.8,20210221
SE,34.25,22.86,27.33,20210221
SP,32.58,19.67,25.21,20210221
TO,27.09,21.99,23.99,20210221
AC,31.09,22.24,24.56,20210222
AL,33.54,22.25,26.93,20210222
AM,33.02,22.46,25.93,20210222
AP,26.04,22.14,23.62,20210222
BA,31.26,20.37,24.93,20210222
CE,33.02,22.87,27.29,20210222
DF,27.52,17.56,20.83,20210222
ES,32.09,22.44,25.79,20210222
GO,30.24,19.82,23.37,20210222
MA,28.79,22.33,25.08,20210222
MG,30.07,19.39,23.2,20210222
MS,34.31,21.43,27.23,20210222
MT,32.37,22.02,25.41,20210222
PA,29.94,21.64,24.7,20210222
PB,33.19,22.38,26.76,20210222
PE,33.13,21.6,26.7,20210222
PI,31.69,21.87,26.23,20210222
PR,31.61,18.86,24.37,20210222
RJ,29.44,21.79,24.65,20210222
RN,34.79,24.07,28.09,20210222
RO,31.42,22.09,24.93,20210222
RR,33.08,22.17,26.29,20210222
RS,32.64,19.47,24.63,20210222
SC,29.94,17.03,22.35,20210222
SE,33.82,22.75,27.43,20210222
SP,32.11,19.85,25.17,20210222
TO,30.85,21.61,24.38,20210222
AC,33.17,22.19,26.11,20210223
AL,33.21,22.36,26.79,20210223
AM,31.46,22.95,26.27,20210223
AP,31.52,22.02,25.01,20210223
BA,31.12,20.58,25.12,20210223
CE,32.51,23.03,27.01,20210223
DF,27.49,17.61,21.92,20210223
ES,29.74,21.22,24.47,20210223
GO,31.05,20.31,24.5,20210223
MA,31.05,21.48,24.59,20210223
MG,30.46,19.14,23.37,20210223
MS,35.36,23.21,28.61,20210223
MT,32.39,22.51,26.35,20210223
PA,31.0,21.85,25.08,20210223
PB,32.99,22.16,26.8,20210223
PE,32.1,21.97,26.5,20210223
PI,30.95,21.51,25.39,20210223
PR,33.04,19.52,25.21,20210223
RJ,30.83,19.69,24.05,20210223
RN,34.46,23.98,28.49,20210223
RO,32.0,22.69,26.14,20210223
RR,32.58,22.83,26.87,20210223
RS,29.83,20.74,25.04,20210223
SC,30.48,18.5,23.23,20210223
SE,34.2,22.49,27.2,20210223
SP,33.6,19.53,25.59,20210223
TO,28.91,21.79,24.45,20210223
AC,30.55,23.28,25.89,20210224
AL,33.73,22.9,27.29,20210224
AM,31.46,23.13,25.93,20210224
AP,31.26,23.54,26.45,20210224
BA,31.5,20.62,25.27,20210224
CE,32.32,22.67,26.81,20210224
DF,28.09,17.63,21.76,20210224
ES,32.53,21.41,25.5,20210224
GO,30.96,19.85,24.08,20210224
MA,31.18,22.92,26.22,20210224
MG,31.29,19.18,24.0,20210224
MS,35.4,23.22,28.55,20210224
MT,32.17,22.11,25.83,20210224
PA,32.26,22.36,26.19,20210224
PB,32.81,22.54,26.47,20210224
PE,32.57,22.22,26.45,20210224
PI,30.86,21.77,25.63,20210224
PR,30.29,20.12,24.72,20210224
RJ,33.37,20.31,24.99,20210224
RN,34.39,24.38,28.22,20210224
RO,32.1,22.95,25.91,20210224
RR,32.32,23.13,26.54,20210224
RS,28.8,17.6,22.35,20210224
SC,26.2,18.17,21.08,20210224
SE,34.66,22.97,27.64,20210224
SP,33.43,20.34,26.24,20210224
TO,32.36,21.58,25.49,20210224
AC,31.7,23.35,25.63,20210225
AL,33.02,22.9,26.99,20210225
AM,30.89,22.48,25.56,20210225
AP,30.09,23.52,25.94,20210225
BA,31.65,20.91,25.38,20210225
CE,31.95,22.87,26.72,20210225
DF,27.04,18.15,21.97,20210225
ES,31.58,22.01,25.81,20210225
GO,31.0,20.55,24.84,20210225
MA,31.83,22.7,26.06,20210225
MG,30.12,19.3,23.78,20210225
MS,33.68,22.78,27.41,20210225
MT,32.34,22.62,26.03,20210225
PA,30.61,22.61,25.71,20210225
PB,31.71,22.39,25.97,20210225
PE,31.72,22.32,26.08,20210225
PI,30.24,22.2,25.46,20210225
PR,29.73,19.24,23.08,20210225
RJ,30.28,20.05,24.42,20210225
RN,33.2,24.28,27.72,20210225
RO,31.71,23.06,26.07,20210225
RR,31.62,22.97,26.22,20210225
RS,29.4,16.19,22.23,20210225
SC,26.18,18.1,21.12,20210225
SE,34.49,23.62,27.79,20210225
SP,30.44,19.93,24.03,20210225
TO,31.97,21.93,25.62,20210225
AC,31.47,22.46,25.58,20210226
AL,33.07,22.32,26.94,20210226
AM,29.93,22.58,25.3,20210226
AP,28.54,23.09,25.28,20210226
BA,30.79,20.28,24.8,20210226
CE,30.89,22.57,25.97,20210226
DF,24.13,17.99,20.67,20210226
ES,30.45,22.25,25.63,20210226
GO,26.66,20.23,23.09,20210226
MA,31.17,22.03,25.2,20210226
MG,26.76,19.65,22.67,20210226
MS,32.06,21.41,25.53,20210226
MT,30.71,22.16,25.36,20210226
PA,30.05,22.09,24.91,20210226
PB,28.77,22.58,25.08,20210226
PE,30.3,21.81,25.64,20210226
PI,30.06,21.18,24.54,20210226
PR,29.04,18.66,22.73,20210226
RJ,28.86,21.19,24.23,20210226
RN,30.95,23.82,26.72,20210226
RO,30.36,23.04,25.68,20210226
RR,33.01,22.88,26.72,20210226
RS,29.87,16.34,22.42,20210226
SC,26.27,16.47,20.47,20210226
SE,34.54,23.24,27.55,20210226
SP,27.95,19.12,22.73,20210226
TO,29.26,21.86,24.71,20210226
AC,30.75,23.0,25.75,20210227
AL,31.54,22.83,26.58,20210227
AM,30.11,22.66,25.47,20210227
AP,29.77,22.69,24.85,20210227
BA,29.83,20.4,24.54,20210227
CE,31.17,21.93,25.56,20210227
DF,24.61,18.35,20.3,20210227
ES,29.02,21.13,24.7,20210227
GO,26.96,19.81,22.15,20210227
MA,29.73,21.91,25.07,20210227
MG,26.38,19.21,21.87,20210227
MS,33.1,21.74,26.28,20210227
MT,29.84,22.09,24.73,20210227
PA,30.78,22.13,24.96,20210227
PB,30.11,21.51,24.48,20210227
PE,30.29,21.58,25.2,20210227
PI,29.55,21.04,24.48,20210227
PR,28.39,18.59,22.69,20210227
RJ,29.46,21.22,24.2,20210227
RN,32.48,23.02,26.07,20210227
RO,28.96,23.31,25.45,20210227
RR,32.36,23.25,26.67,20210227
RS,29.77,18.12,23.25,20210227
SC,25.91,17.23,20.64,20210227
SE,33.53,23.69,27.51,20210227
SP,28.66,18.91,22.93,20210227
TO,28.78,21.79,24.3,20210227
AC,29.86,22.84,25.09,20210228
AL,32.96,22.62,26.47,20210228
AM,29.23,22.76,25.18,20210228
AP,28.45,23.05,24.67,20210228
BA,29.9,20.14,24.33,20210228
CE,31.68,22.35,26.15,20210228
DF,23.62,17.3,19.44,20210228
ES,29.11,20.72,24.41,20210228
GO,26.48,19.28,21.76,20210228
MA,31.95,22.3,25.64,20210228
MG,27.51,18.8,22.06,20210228
MS,32.38,21.78,26.36,20210228
MT,30.4,21.75,24.71,20210228
PA,29.92,22.27,24.93,20210228
PB,30.46,21.46,24.81,20210228
PE,31.19,21.53,24.96,20210228
PI,30.3,22.05,25.08,20210228
PR,27.32,18.31,21.99,20210228
RJ,29.67,21.23,24.44,20210228
RN,32.08,23.23,26.31,20210228
RO,28.87,22.74,24.55,20210228
RR,31.45,23.01,26.47,20210228
RS,29.17,17.97,22.91,20210228
SC,24.79,16.19,19.94,20210228
SE,34.39,22.86,27.59,20210228
SP,28.03,19.56,22.71,20210228
TO,30.79,21.4,24.3,20210228
AC,28.99,23.1,25.62,20210301
AL,30.03,22.94,26.02,20210301
AM,29.95,22.44,24.88,20210301
AP,29.91,21.98,24.68,20210301
BA,30.01,19.95,24.23,20210301
CE,30.67,22.33,25.92,20210301
DF,26.28,17.72,20.68,20210301
ES,29.56,20.66,24.22,20210301
GO,28.07,19.63,22.41,20210301
MA,29.84,22.22,25.57,20210301
MG,28.51,18.69,22.48,20210301
MS,32.1,21.66,26.27,20210301
MT,30.21,22.08,24.79,20210301
PA,28.97,21.81,24.39,20210301
PB,29.52,21.94,25.14,20210301
PE,30.03,21.54,25.4,20210301
PI,30.53,21.9,25.48,20210301
PR,27.77,19.04,22.29,20210301
RJ,29.34,20.61,24.24,20210301
RN,31.24,23.6,26.41,20210301
RO,30.8,22.6,25.53,20210301
RR,31.49,22.52,26.0,20210301
RS,29.97,19.44,23.67,20210301
SC,25.13,18.08,20.47,20210301
SE,32.28,23.16,26.7,20210301
SP,29.56,19.57,23.15,20210301
TO,29.54,21.68,24.47,20210301
AC,28.6,22.62,25.2,20210302
AL,29.25,22.24,24.5,20210302
AM,28.23,22.23,24.6,20210302
AP,29.09,22.05,24.25,20210302
BA,30.01,19.39,24.1,20210302
CE,30.55,22.2,25.65,20210302
DF,27.06,18.04,21.44,20210302
ES,30.34,20.49,24.82,20210302
GO,27.59,19.98,22.74,20210302
MA,30.36,21.78,24.75,20210302
MG,28.79,18.62,22.8,20210302
MS,32.44,22.31,26.09,20210302
MT,29.68,21.99,24.76,20210302
PA,29.69,21.41,24.25,20210302
PB,30.18,21.41,24.49,20210302
PE,29.36,20.95,24.1,20210302
PI,29.66,21.33,25.0,20210302
PR,28.51,18.76,22.09,20210302
RJ,31.24,20.26,24.83,20210302
RN,31.61,23.29,26.38,20210302
RO,28.93,22.47,24.88,20210302
RR,31.0,22.4,25.79,20210302
RS,30.53,19.69,24.18,20210302
SC,26.4,17.76,20.79,20210302
SE,31.35,22.29,25.85,20210302
SP,30.35,19.68,24.11,20210302
TO,29.59,21.5,24.23,20210302
AC,30.56,21.56,24.09,20210303
AL,32.45,21.89,26.02,20210303
AM,29.68,22.14,24.46,20210303
AP,30.33,21.63,24.41,20210303
BA,31.28,19.69,24.72,20210303
CE,32.37,21.81,26.11,20210303
DF,28.63,16.99,22.02,20210303
ES,31.37,21.01,25.37,20210303
GO,30.11,19.19,23.39,20210303
MA,31.68,22.08,25.59,20210303
MG,30.2,18.36,23.18,20210303
MS,30.94,22.09,25.64,20210303
MT,28.92,22.03,24.32,20210303
PA,29.28,21.6,24.33,20210303
PB,31.93,21.41,25.68,20210303
PE,32.06,21.16,25.35,20210303
PI,32.0,21.4,25.73,20210303
PR,27.11,19.03,22.11,20210303
RJ,32.6,20.45,25.23,20210303
RN,33.25,23.04,27.23,20210303
RO,29.41,22.53,24.8,20210303
RR,32.25,22.73,26.63,20210303
RS,30.5,20.65,24.46,20210303
SC,26.1,18.18,21.2,20210303
SE,33.66,22.1,26.67,20210303
SP,28.38,19.68,23.14,20210303
TO,30.44,22.11,24.99,20210303
AC,31.16,22.18,25.75,20210304
AL,30.91,23.06,26.31,20210304
AM,30.22,22.09,24.82,20210304
AP,30.93,22.63,26.0,20210304
BA,32.31,20.27,25.91,20210304
CE,32.43,22.86,26.27,20210304
DF,28.76,18.45,23.16,20210304
ES,31.91,20.98,25.96,20210304
GO,29.7,20.69,24.43,20210304
MA,31.56,22.46,25.89,20210304
MG,30.37,18.84,23.94,20210304
MS,28.66,22.1,24.83,20210304
MT,30.81,21.94,24.85,20210304
PA,31.11,21.9,24.95,20210304
PB,31.5,22.44,26.59,20210304
PE,31.35,22.23,26.0,20210304
PI,31.71,21.54,25.95,20210304
PR,23.85,19.18,21.56,20210304
RJ,33.56,21.45,26.7,20210304
RN,32.85,23.84,27.78,20210304
RO,30.84,22.72,25.01,20210304
RR,32.25,22.65,25.27,20210304
RS,27.18,20.79,23.64,20210304
SC,24.57,18.7,21.14,20210304
SE,31.69,23.77,27.62,20210304
SP,28.55,19.84,23.51,20210304
TO,31.34,22.45,25.61,20210304
AC,31.19,22.44,25.57,20210305
AL,32.22,22.62,26.52,20210305
AM,30.81,22.58,25.29,20210305
AP,28.13,22.92,25.11,20210305
BA,33.03,19.22,25.4,20210305
CE,32.05,22.01,26.13,20210305
DF,30.23,17.5,23.38,20210305
ES,33.09,20.51,25.32,20210305
GO,30.44,19.69,24.01,20210305
MA,31.61,22.28,25.86,20210305
MG,30.99,17.92,23.39,20210305
MS,28.15,21.42,23.82,20210305
MT,30.4,21.49,24.84,20210305
PA,31.84,22.14,25.59,20210305
PB,31.27,21.85,25.5,20210305
PE,32.1,21.4,25.99,20210305
PI,32.32,21.03,26.17,20210305
PR,25.14,19.27,21.21,20210305
RJ,34.28,21.04,26.17,20210305
RN,33.04,23.42,27.22,20210305
RO,29.37,22.39,24.92,20210305
RR,30.69,23.63,26.42,20210305
RS,27.33,18.96,21.75,20210305
SC,25.92,18.03,20.77,20210305
SE,34.26,22.33,27.07,20210305
SP,26.92,19.69,22.39,20210305
TO,33.37,21.9,26.04,20210305
AC,30.37,22.81,25.39,20210306
AL,33.33,22.22,26.79,20210306
AM,31.69,22.47,25.66,20210306
AP,29.77,22.59,25.17,20210306
BA,34.18,19.5,26.08,20210306
CE,32.59,22.53,26.74,20210306
DF,29.86,17.81,23.23,20210306
ES,34.27,21.23,26.4,20210306
GO,29.95,19.87,23.89,20210306
MA,31.88,22.59,26.46,20210306
MG,30.81,18.89,23.63,20210306
MS,30.64,21.01,24.15,20210306
MT,31.55,21.68,24.91,20210306
PA,31.01,22.12,25.41,20210306
PB,31.75,22.27,26.31,20210306
PE,33.21,21.98,26.77,20210306
PI,33.2,21.25,26.75,20210306
PR,27.7,18.43,21.6,20210306
RJ,32.02,22.21,25.74,20210306
RN,32.84,23.72,27.55,20210306
RO,32.9,22.13,25.4,20210306
RR,32.57,22.56,25.66,20210306
RS,26.56,16.37,20.92,20210306
SC,26.44,16.5,20.15,20210306
SE,35.58,22.55,27.66,20210306
SP,27.16,20.0,22.53,20210306
TO,30.08,21.76,25.74,20210306
AC,30.2,22.56,25.06,20210307
AL,34.71,22.4,27.44,20210307
AM,30.79,22.77,25.6,20210307
AP,30.74,22.91,25.45,20210307
BA,34.16,20.68,26.61,20210307
CE,31.64,22.67,26.48,20210307
DF,28.82,18.25,21.74,20210307
ES,30.96,21.6,25.8,20210307
GO,29.26,19.99,23.26,20210307
MA,31.72,22.94,26.25,20210307
MG,28.89,19.45,23.08,20210307
MS,31.71,21.05,25.14,20210307
MT,31.05,22.31,25.22,20210307
PA,30.97,22.52,25.42,20210307
PB,32.19,21.7,26.12,20210307
PE,33.75,21.96,27.11,20210307
PI,32.03,22.64,26.73,20210307
PR,28.53,18.36,22.26,20210307
RJ,26.76,20.76,23.34,20210307
RN,32.72,23.34,27.47,20210307
RO,30.48,23.07,26.19,20210307
RR,32.52,23.35,26.9,20210307
RS,27.88,14.44,20.46,20210307
SC,26.19,16.19,20.28,20210307
SE,36.14,23.22,28.24,20210307
SP,27.76,20.01,22.99,20210307
TO,32.56,21.11,25.41,20210307
AC,33.27,22.36,25.75,20210308
AL,34.28,22.58,27.46,20210308
AM,31.37,22.75,25.57,20210308
AP,32.09,22.79,26.07,20210308
BA,33.28,20.73,26.19,20210308
CE,32.29,22.18,26.43,20210308
DF,26.4,18.04,22.13,20210308
ES,30.79,21.36,24.53,20210308
GO,28.54,20.15,23.4,20210308
MA,32.37,22.97,26.64,20210308
MG,28.79,19.08,22.71,20210308
MS,32.63,20.93,25.8,20210308
MT,30.15,21.84,24.9,20210308
PA,30.88,22.35,25.55,20210308
PB,32.42,21.49,26.2,20210308
PE,34.02,21.48,27.07,20210308
PI,32.79,21.61,26.32,20210308
PR,29.16,18.55,22.53,20210308
RJ,28.22,20.96,23.49,20210308
RN,33.46,22.78,27.17,20210308
RO,30.05,22.9,25.52,20210308
RR,32.63,22.38,25.55,20210308
RS,29.05,15.68,21.5,20210308
SC,27.85,17.64,21.38,20210308
SE,35.62,23.39,28.15,20210308
SP,28.95,18.45,22.39,20210308
TO,32.47,22.06,26.27,20210308
AC,28.69,23.66,26.23,20210309
AL,33.83,22.43,27.15,20210309
AM,29.64,22.46,25.42,20210309
AP,28.42,22.4,24.78,20210309
BA,32.09,20.45,25.68,20210309
CE,32.72,22.04,26.44,20210309
DF,27.69,17.52,20.72,20210309
ES,29.35,21.27,24.34,20210309
GO,29.39,19.41,22.85,20210309
MA,32.36,22.7,26.55,20210309
MG,28.57,19.29,22.52,20210309
MS,33.15,19.57,25.18,20210309
MT,30.87,21.2,24.52,20210309
PA,30.09,21.96,25.1,20210309
PB,33.08,21.57,26.57,20210309
PE,33.8,21.64,26.97,20210309
PI,32.57,21.06,26.26,20210309
PR,28.88,18.07,22.7,20210309
RJ,29.02,20.35,23.58,20210309
RN,34.24,22.97,27.82,20210309
RO,30.06,21.92,24.67,20210309
RR,31.75,22.89,26.4,20210309
RS,27.56,17.02,21.87,20210309
SC,26.25,16.1,20.54,20210309
SE,35.55,22.91,27.84,20210309
SP,30.66,18.72,23.75,20210309
TO,31.84,21.42,25.25,20210309
AC,29.36,20.9,23.26,20210310
AL,33.98,23.13,27.53,20210310
AM,29.28,21.81,24.41,20210310
AP,29.27,22.12,25.07,20210310
BA,32.11,20.1,25.09,20210310
CE,32.46,22.35,26.58,20210310
DF,25.96,18.98,21.3,20210310
ES,30.82,21.3,24.54,20210310
GO,28.71,20.15,23.29,20210310
MA,31.67,22.44,26.1,20210310
MG,28.94,19.02,22.47,20210310
MS,33.47,19.71,25.96,20210310
MT,30.45,21.56,24.69,20210310
PA,29.65,21.74,24.76,20210310
PB,32.7,22.05,26.56,20210310
PE,33.5,22.12,27.12,20210310
PI,31.66,21.48,25.69,20210310
PR,28.74,15.64,21.17,20210310
RJ,29.74,20.4,24.0,20210310
RN,34.07,23.2,28.04,20210310
RO,28.87,22.32,25.04,20210310
RR,31.82,22.77,26.13,20210310
RS,27.11,15.37,20.76,20210310
SC,25.63,13.14,18.55,20210310
SE,35.26,22.97,27.72,20210310
SP,30.3,16.78,22.23,20210310
TO,31.58,22.25,25.61,20210310
AC,32.29,21.71,25.42,20210311
AL,33.52,22.87,27.28,20210311
AM,30.64,21.86,24.9,20210311
AP,30.02,22.45,24.65,20210311
BA,32.54,20.38,25.4,20210311
CE,32.56,22.24,26.7,20210311
DF,27.17,18.07,21.51,20210311
ES,29.63,21.2,24.51,20210311
GO,29.59,19.88,23.61,20210311
MA,32.13,22.56,26.38,20210311
MG,29.74,19.21,22.96,20210311
MS,33.63,20.01,26.18,20210311
MT,30.02,21.64,24.53,20210311
PA,28.33,21.61,24.14,20210311
PB,32.4,21.91,26.41,20210311
PE,32.74,22.13,26.74,20210311
PI,31.59,22.06,25.73,20210311
PR,30.5,16.53,22.36,20210311
RJ,30.9,20.86,24.45,20210311
RN,32.89,23.81,27.68,20210311
RO,29.97,21.95,24.72,20210311
RR,32.25,22.45,26.57,20210311
RS,28.16,14.3,20.44,20210311
SC,27.11,13.44,18.78,20210311
SE,34.94,24.25,28.46,20210311
SP,31.25,19.3,24.13,20210311
TO,31.3,21.83,25.16,20210311
AC,30.91,22.71,25.92,20210312
